id,full_name,gender,governorate,party
4396,Candidate 4396,Female,Baghdad,People First
4397,Candidate 4397,Female,Anbar,People First
4398,Candidate 4398,Female,Nineveh,People First
4399,Candidate 4399,Female,Kirkuk,People First
4400,Candidate 4400,Female,Erbil,Renewal Front
4401,Candidate 4401,Male,Sulaymaniyah,People First
4402,Candidate 4402,Female,Najaf,Unity Alliance
4403,Candidate 4403,Male,Najaf,Unity Alliance
4404,Candidate 4404,Female,Kirkuk,Justice Bloc
4405,Candidate 4405,Female,Nineveh,Progressive Movement
4406,Candidate 4406,Male,Dhi Qar,People First
4407,Candidate 4407,Male,Najaf,People First
4408,Candidate 4408,Male,Karbala,Unity Alliance
4409,Candidate 4409,Male,Karbala,People First
4410,Candidate 4410,Female,Sulaymaniyah,Renewal Front
4411,Candidate 4411,Female,Basra,People First
4412,Candidate 4412,Male,Anbar,Progressive Movement
4413,Candidate 4413,Female,Nineveh,Progressive Movement
4414,Candidate 4414,Female,Nineveh,Progressive Movement
4415,Candidate 4415,Male,Sulaymaniyah,Renewal Front
4416,Candidate 4416,Female,Anbar,Justice Bloc
4417,Candidate 4417,Female,Karbala,People First
4418,Candidate 4418,Female,Erbil,People First
4419,Candidate 4419,Male,Erbil,People First
4420,Candidate 4420,Female,Sulaymaniyah,Justice Bloc
4421,Candidate 4421,Female,Dhi Qar,Renewal Front
4422,Candidate 4422,Female,Dhi Qar,Unity Alliance
4423,Candidate 4423,Female,Baghdad,Justice Bloc
4424,Candidate 4424,Female,Nineveh,Justice Bloc
4425,Candidate 4425,Female,Baghdad,Progressive Movement
4426,Candidate 4426,Male,Erbil,People First
4427,Candidate 4427,Female,Baghdad,People First
4428,Candidate 4428,Female,Dhi Qar,People First
4429,Candidate 4429,Male,Karbala,Renewal Front
4430,Candidate 4430,Female,Erbil,Unity Alliance
4431,Candidate 4431,Male,Karbala,Progressive Movement
4432,Candidate 4432,Female,Najaf,Renewal Front
4433,Candidate 4433,Female,Baghdad,Justice Bloc
4434,Candidate 4434,Female,Karbala,People First
4435,Candidate 4435,Female,Baghdad,Unity Alliance
4436,Candidate 4436,Male,Sulaymaniyah,People First
4437,Candidate 4437,Female,Najaf,People First
4438,Candidate 4438,Male,Najaf,Progressive Movement
4439,Candidate 4439,Male,Sulaymaniyah,Justice Bloc
4440,Candidate 4440,Male,Nineveh,Renewal Front
4441,Candidate 4441,Female,Anbar,Progressive Movement
4442,Candidate 4442,Male,Najaf,Progressive Movement
4443,Candidate 4443,Female,Anbar,Renewal Front
4444,Candidate 4444,Female,Kirkuk,Renewal Front
4445,Candidate 4445,Female,Baghdad,Progressive Movement
4446,Candidate 4446,Male,Sulaymaniyah,People First
4447,Candidate 4447,Female,Karbala,Progressive Movement
4448,Candidate 4448,Female,Najaf,Progressive Movement
4449,Candidate 4449,Female,Sulaymaniyah,People First
4450,Candidate 4450,Male,Erbil,People First
4451,Candidate 4451,Male,Nineveh,Unity Alliance
4452,Candidate 4452,Female,Dhi Qar,Justice Bloc
4453,Candidate 4453,Female,Baghdad,Renewal Front
4454,Candidate 4454,Male,Kirkuk,People First
4455,Candidate 4455,Male,Anbar,Justice Bloc
4456,Candidate 4456,Male,Kirkuk,People First
4457,Candidate 4457,Female,Erbil,Renewal Front
4458,Candidate 4458,Female,Basra,Unity Alliance
4459,Candidate 4459,Male,Kirkuk,Unity Alliance
4460,Candidate 4460,Male,Kirkuk,Unity Alliance
4461,Candidate 4461,Female,Anbar,Progressive Movement
4462,Candidate 4462,Male,Dhi Qar,People First
4463,Candidate 4463,Female,Najaf,Progressive Movement
4464,Candidate 4464,Female,Basra,Progressive Movement
4465,Candidate 4465,Female,Najaf,Renewal Front
4466,Candidate 4466,Female,Baghdad,Justice Bloc
4467,Candidate 4467,Female,Baghdad,Renewal Front
4468,Candidate 4468,Female,Baghdad,Unity Alliance
4469,Candidate 4469,Male,Sulaymaniyah,Justice Bloc
4470,Candidate 4470,Male,Erbil,Progressive Movement
4471,Candidate 4471,Female,Kirkuk,Justice Bloc
4472,Candidate 4472,Male,Anbar,People First
4473,Candidate 4473,Male,Karbala,Progressive Movement
4474,Candidate 4474,Male,Erbil,Progressive Movement
4475,Candidate 4475,Male,Baghdad,Renewal Front
4476,Candidate 4476,Male,Nineveh,Renewal Front
4477,Candidate 4477,Female,Basra,People First
4478,Candidate 4478,Female,Karbala,Progressive Movement
4479,Candidate 4479,Male,Erbil,Progressive Movement
4480,Candidate 4480,Female,Erbil,Progressive Movement
4481,Candidate 4481,Male,Sulaymaniyah,Unity Alliance
4482,Candidate 4482,Male,Najaf,Unity Alliance
4483,Candidate 4483,Female,Baghdad,Justice Bloc
4484,Candidate 4484,Male,Dhi Qar,Unity Alliance
4485,Candidate 4485,Female,Najaf,Justice Bloc
4486,Candidate 4486,Male,Karbala,Justice Bloc
4487,Candidate 4487,Male,Basra,Progressive Movement
4488,Candidate 4488,Male,Nineveh,Progressive Movement
4489,Candidate 4489,Male,Najaf,Renewal Front
4490,Candidate 4490,Female,Sulaymaniyah,Justice Bloc
4491,Candidate 4491,Male,Karbala,Unity Alliance
4492,Candidate 4492,Female,Najaf,People First
4493,Candidate 4493,Male,Najaf,Unity Alliance
4494,Candidate 4494,Male,Dhi Qar,Justice Bloc
4495,Candidate 4495,Female,Basra,People First
4496,Candidate 4496,Female,Erbil,Unity Alliance
4497,Candidate 4497,Female,Erbil,Progressive Movement
4498,Candidate 4498,Male,Dhi Qar,Justice Bloc
4499,Candidate 4499,Male,Erbil,People First
4500,Candidate 4500,Male,Nineveh,Progressive Movement
4501,Candidate 4501,Male,Anbar,Unity Alliance
4502,Candidate 4502,Male,Kirkuk,Progressive Movement
4503,Candidate 4503,Male,Najaf,Unity Alliance
4504,Candidate 4504,Male,Anbar,Progressive Movement
4505,Candidate 4505,Female,Sulaymaniyah,Renewal Front
4506,Candidate 4506,Female,Nineveh,Justice Bloc
4507,Candidate 4507,Male,Nineveh,Renewal Front
4508,Candidate 4508,Male,Nineveh,People First
4509,Candidate 4509,Male,Nineveh,Unity Alliance
4510,Candidate 4510,Female,Karbala,People First
4511,Candidate 4511,Female,Sulaymaniyah,People First
4512,Candidate 4512,Female,Baghdad,Unity Alliance
4513,Candidate 4513,Female,Baghdad,Justice Bloc
4514,Candidate 4514,Male,Nineveh,Justice Bloc
4515,Candidate 4515,Male,Kirkuk,Justice Bloc
4516,Candidate 4516,Male,Nineveh,Unity Alliance
4517,Candidate 4517,Male,Sulaymaniyah,Progressive Movement
4518,Candidate 4518,Male,Dhi Qar,Unity Alliance
4519,Candidate 4519,Male,Najaf,Justice Bloc
4520,Candidate 4520,Female,Kirkuk,Justice Bloc
4521,Candidate 4521,Male,Anbar,Unity Alliance
4522,Candidate 4522,Female,Najaf,Justice Bloc
4523,Candidate 4523,Female,Nineveh,People First
4524,Candidate 4524,Female,Anbar,Unity Alliance
4525,Candidate 4525,Female,Najaf,Renewal Front
4526,Candidate 4526,Male,Nineveh,Progressive Movement
4527,Candidate 4527,Male,Nineveh,Progressive Movement
4528,Candidate 4528,Male,Basra,Justice Bloc
4529,Candidate 4529,Female,Anbar,Unity Alliance
4530,Candidate 4530,Male,Karbala,People First
4531,Candidate 4531,Male,Erbil,People First
4532,Candidate 4532,Female,Anbar,Renewal Front
4533,Candidate 4533,Female,Nineveh,People First
4534,Candidate 4534,Female,Sulaymaniyah,Progressive Movement
4535,Candidate 4535,Male,Dhi Qar,Unity Alliance
4536,Candidate 4536,Male,Nineveh,Unity Alliance
4537,Candidate 4537,Male,Baghdad,Progressive Movement
4538,Candidate 4538,Male,Dhi Qar,People First
4539,Candidate 4539,Male,Anbar,Justice Bloc
4540,Candidate 4540,Female,Sulaymaniyah,Progressive Movement
4541,Candidate 4541,Female,Najaf,Progressive Movement
4542,Candidate 4542,Female,Anbar,People First
4543,Candidate 4543,Female,Basra,People First
4544,Candidate 4544,Female,Sulaymaniyah,Progressive Movement
4545,Candidate 4545,Female,Sulaymaniyah,Justice Bloc
4546,Candidate 4546,Female,Basra,People First
4547,Candidate 4547,Female,Basra,People First
4548,Candidate 4548,Female,Baghdad,Renewal Front
4549,Candidate 4549,Male,Basra,Progressive Movement
4550,Candidate 4550,Female,Basra,Unity Alliance
4551,Candidate 4551,Female,Nineveh,People First
4552,Candidate 4552,Female,Najaf,Justice Bloc
4553,Candidate 4553,Male,Kirkuk,Progressive Movement
4554,Candidate 4554,Female,Kirkuk,Progressive Movement
4555,Candidate 4555,Male,Karbala,Unity Alliance
4556,Candidate 4556,Male,Sulaymaniyah,Renewal Front
4557,Candidate 4557,Male,Anbar,Renewal Front
4558,Candidate 4558,Male,Kirkuk,People First
4559,Candidate 4559,Male,Kirkuk,Progressive Movement
4560,Candidate 4560,Female,Nineveh,Unity Alliance
4561,Candidate 4561,Male,Anbar,Progressive Movement
4562,Candidate 4562,Male,Kirkuk,Renewal Front
4563,Candidate 4563,Female,Karbala,People First
4564,Candidate 4564,Male,Dhi Qar,People First
4565,Candidate 4565,Female,Kirkuk,Justice Bloc
4566,Candidate 4566,Female,Najaf,People First
4567,Candidate 4567,Male,Erbil,Unity Alliance
4568,Candidate 4568,Male,Erbil,Renewal Front
4569,Candidate 4569,Female,Karbala,Renewal Front
4570,Candidate 4570,Male,Baghdad,Justice Bloc
4571,Candidate 4571,Male,Nineveh,Justice Bloc
4572,Candidate 4572,Male,Karbala,Justice Bloc
4573,Candidate 4573,Male,Dhi Qar,Justice Bloc
4574,Candidate 4574,Male,Karbala,People First
4575,Candidate 4575,Male,Karbala,People First
4576,Candidate 4576,Male,Dhi Qar,Unity Alliance
4577,Candidate 4577,Male,Karbala,Justice Bloc
4578,Candidate 4578,Male,Erbil,People First
4579,Candidate 4579,Male,Basra,Renewal Front
4580,Candidate 4580,Female,Kirkuk,Unity Alliance
4581,Candidate 4581,Female,Karbala,Justice Bloc
4582,Candidate 4582,Female,Basra,Renewal Front
4583,Candidate 4583,Female,Nineveh,Unity Alliance
4584,Candidate 4584,Female,Erbil,Unity Alliance
4585,Candidate 4585,Female,Erbil,Unity Alliance
4586,Candidate 4586,Female,Dhi Qar,Renewal Front
4587,Candidate 4587,Male,Najaf,People First
4588,Candidate 4588,Male,Kirkuk,Unity Alliance
4589,Candidate 4589,Male,Anbar,Renewal Front
4590,Candidate 4590,Female,Karbala,Justice Bloc
4591,Candidate 4591,Female,Dhi Qar,Unity Alliance
4592,Candidate 4592,Male,Erbil,People First
4593,Candidate 4593,Female,Kirkuk,People First
4594,Candidate 4594,Female,Erbil,People First
4595,Candidate 4595,Male,Baghdad,Unity Alliance
4596,Candidate 4596,Female,Karbala,Renewal Front
4597,Candidate 4597,Female,Karbala,Renewal Front
4598,Candidate 4598,Female,Erbil,Unity Alliance
4599,Candidate 4599,Female,Kirkuk,Renewal Front
4600,Candidate 4600,Female,Anbar,Renewal Front
4601,Candidate 4601,Female,Baghdad,Renewal Front
4602,Candidate 4602,Male,Anbar,Unity Alliance
4603,Candidate 4603,Male,Basra,Progressive Movement
4604,Candidate 4604,Female,Anbar,Renewal Front
4605,Candidate 4605,Female,Dhi Qar,Unity Alliance
4606,Candidate 4606,Female,Najaf,Justice Bloc
4607,Candidate 4607,Male,Dhi Qar,Justice Bloc
4608,Candidate 4608,Male,Karbala,Renewal Front
4609,Candidate 4609,Male,Baghdad,People First
4610,Candidate 4610,Male,Erbil,Justice Bloc
4611,Candidate 4611,Male,Najaf,People First
4612,Candidate 4612,Female,Sulaymaniyah,People First
4613,Candidate 4613,Male,Erbil,Justice Bloc
4614,Candidate 4614,Male,Sulaymaniyah,Justice Bloc
4615,Candidate 4615,Female,Nineveh,Progressive Movement
4616,Candidate 4616,Female,Dhi Qar,People First
4617,Candidate 4617,Male,Najaf,Unity Alliance
4618,Candidate 4618,Female,Sulaymaniyah,Renewal Front
4619,Candidate 4619,Male,Sulaymaniyah,People First
4620,Candidate 4620,Male,Basra,Justice Bloc
4621,Candidate 4621,Female,Anbar,Justice Bloc
4622,Candidate 4622,Male,Dhi Qar,Progressive Movement
4623,Candidate 4623,Female,Najaf,People First
4624,Candidate 4624,Female,Najaf,People First
4625,Candidate 4625,Male,Nineveh,People First
4626,Candidate 4626,Male,Basra,Progressive Movement
4627,Candidate 4627,Female,Kirkuk,Renewal Front
4628,Candidate 4628,Female,Kirkuk,Renewal Front
4629,Candidate 4629,Male,Dhi Qar,Renewal Front
4630,Candidate 4630,Male,Karbala,Unity Alliance
4631,Candidate 4631,Male,Anbar,Justice Bloc
4632,Candidate 4632,Female,Nineveh,People First
4633,Candidate 4633,Female,Dhi Qar,Progressive Movement
4634,Candidate 4634,Female,Basra,People First
4635,Candidate 4635,Male,Sulaymaniyah,Progressive Movement
4636,Candidate 4636,Female,Baghdad,Progressive Movement
4637,Candidate 4637,Male,Erbil,Unity Alliance
4638,Candidate 4638,Female,Karbala,Progressive Movement
4639,Candidate 4639,Male,Karbala,Justice Bloc
4640,Candidate 4640,Male,Nineveh,Unity Alliance
4641,Candidate 4641,Female,Karbala,Unity Alliance
4642,Candidate 4642,Female,Najaf,Justice Bloc
4643,Candidate 4643,Male,Dhi Qar,Progressive Movement
4644,Candidate 4644,Female,Anbar,Justice Bloc
4645,Candidate 4645,Female,Sulaymaniyah,People First
4646,Candidate 4646,Female,Sulaymaniyah,People First
4647,Candidate 4647,Male,Sulaymaniyah,Renewal Front
4648,Candidate 4648,Female,Basra,Progressive Movement
4649,Candidate 4649,Female,Karbala,Renewal Front
4650,Candidate 4650,Male,Basra,Renewal Front
4651,Candidate 4651,Female,Kirkuk,People First
4652,Candidate 4652,Male,Anbar,Progressive Movement
4653,Candidate 4653,Female,Kirkuk,Progressive Movement
4654,Candidate 4654,Female,Erbil,Renewal Front
4655,Candidate 4655,Male,Najaf,Renewal Front
4656,Candidate 4656,Female,Najaf,Renewal Front
4657,Candidate 4657,Female,Basra,Progressive Movement
4658,Candidate 4658,Male,Kirkuk,Justice Bloc
4659,Candidate 4659,Male,Sulaymaniyah,Justice Bloc
4660,Candidate 4660,Male,Basra,People First
4661,Candidate 4661,Male,Erbil,Renewal Front
4662,Candidate 4662,Female,Baghdad,Renewal Front
4663,Candidate 4663,Female,Dhi Qar,Progressive Movement
4664,Candidate 4664,Female,Karbala,Justice Bloc
4665,Candidate 4665,Female,Kirkuk,People First
4666,Candidate 4666,Female,Karbala,Renewal Front
4667,Candidate 4667,Female,Nineveh,Renewal Front
4668,Candidate 4668,Female,Baghdad,Renewal Front
4669,Candidate 4669,Male,Sulaymaniyah,Renewal Front
4670,Candidate 4670,Male,Basra,Renewal Front
4671,Candidate 4671,Male,Kirkuk,Justice Bloc
4672,Candidate 4672,Male,Karbala,Progressive Movement
4673,Candidate 4673,Male,Nineveh,Unity Alliance
4674,Candidate 4674,Female,Basra,People First
4675,Candidate 4675,Male,Basra,Justice Bloc
4676,Candidate 4676,Female,Dhi Qar,Justice Bloc
4677,Candidate 4677,Female,Nineveh,People First
4678,Candidate 4678,Male,Basra,People First
4679,Candidate 4679,Female,Nineveh,Justice Bloc
4680,Candidate 4680,Female,Najaf,Unity Alliance
4681,Candidate 4681,Male,Erbil,Justice Bloc
4682,Candidate 4682,Male,Karbala,People First
4683,Candidate 4683,Male,Sulaymaniyah,Justice Bloc
4684,Candidate 4684,Male,Kirkuk,People First
4685,Candidate 4685,Male,Anbar,Unity Alliance
4686,Candidate 4686,Male,Sulaymaniyah,Unity Alliance
4687,Candidate 4687,Male,Baghdad,Renewal Front
4688,Candidate 4688,Male,Baghdad,People First
4689,Candidate 4689,Female,Erbil,Unity Alliance
4690,Candidate 4690,Female,Basra,Progressive Movement
4691,Candidate 4691,Male,Anbar,Justice Bloc
4692,Candidate 4692,Male,Kirkuk,Progressive Movement
4693,Candidate 4693,Female,Basra,Progressive Movement
4694,Candidate 4694,Female,Anbar,Progressive Movement
4695,Candidate 4695,Female,Nineveh,Renewal Front
4696,Candidate 4696,Male,Najaf,Unity Alliance
4697,Candidate 4697,Male,Kirkuk,Unity Alliance
4698,Candidate 4698,Female,Erbil,Unity Alliance
4699,Candidate 4699,Female,Nineveh,Renewal Front
4700,Candidate 4700,Male,Basra,Justice Bloc
4701,Candidate 4701,Male,Anbar,Progressive Movement
4702,Candidate 4702,Female,Najaf,Renewal Front
4703,Candidate 4703,Female,Najaf,Unity Alliance
4704,Candidate 4704,Male,Sulaymaniyah,Progressive Movement
4705,Candidate 4705,Female,Nineveh,Progressive Movement
4706,Candidate 4706,Female,Karbala,Justice Bloc
4707,Candidate 4707,Male,Sulaymaniyah,Unity Alliance
4708,Candidate 4708,Female,Anbar,Unity Alliance
4709,Candidate 4709,Male,Sulaymaniyah,Renewal Front
4710,Candidate 4710,Female,Kirkuk,Progressive Movement
4711,Candidate 4711,Female,Sulaymaniyah,Progressive Movement
4712,Candidate 4712,Female,Karbala,People First
4713,Candidate 4713,Female,Dhi Qar,Justice Bloc
4714,Candidate 4714,Female,Basra,Justice Bloc
4715,Candidate 4715,Male,Najaf,Unity Alliance
4716,Candidate 4716,Female,Kirkuk,Justice Bloc
4717,Candidate 4717,Female,Erbil,Justice Bloc
4718,Candidate 4718,Female,Baghdad,Renewal Front
4719,Candidate 4719,Male,Karbala,Unity Alliance
4720,Candidate 4720,Female,Anbar,Renewal Front
4721,Candidate 4721,Male,Sulaymaniyah,Unity Alliance
4722,Candidate 4722,Male,Baghdad,People First
4723,Candidate 4723,Female,Karbala,People First
4724,Candidate 4724,Male,Dhi Qar,Renewal Front
4725,Candidate 4725,Male,Kirkuk,People First
4726,Candidate 4726,Male,Karbala,Unity Alliance
4727,Candidate 4727,Female,Nineveh,Progressive Movement
4728,Candidate 4728,Female,Basra,Progressive Movement
4729,Candidate 4729,Female,Karbala,Renewal Front
4730,Candidate 4730,Male,Baghdad,Justice Bloc
4731,Candidate 4731,Male,Basra,People First
4732,Candidate 4732,Male,Karbala,People First
4733,Candidate 4733,Male,Dhi Qar,Progressive Movement
4734,Candidate 4734,Female,Dhi Qar,Unity Alliance
4735,Candidate 4735,Male,Nineveh,Renewal Front
4736,Candidate 4736,Male,Anbar,People First
4737,Candidate 4737,Female,Anbar,People First
4738,Candidate 4738,Male,Erbil,Justice Bloc
4739,Candidate 4739,Male,Dhi Qar,Justice Bloc
4740,Candidate 4740,Female,Erbil,Progressive Movement
4741,Candidate 4741,Female,Erbil,Renewal Front
4742,Candidate 4742,Male,Dhi Qar,Unity Alliance
4743,Candidate 4743,Female,Nineveh,Progressive Movement
4744,Candidate 4744,Male,Basra,Unity Alliance
4745,Candidate 4745,Male,Najaf,Unity Alliance
4746,Candidate 4746,Male,Kirkuk,People First
4747,Candidate 4747,Male,Erbil,Justice Bloc
4748,Candidate 4748,Female,Kirkuk,People First
4749,Candidate 4749,Female,Anbar,People First
4750,Candidate 4750,Male,Basra,Justice Bloc
4751,Candidate 4751,Male,Basra,Renewal Front
4752,Candidate 4752,Female,Karbala,Progressive Movement
4753,Candidate 4753,Male,Najaf,Justice Bloc
4754,Candidate 4754,Male,Basra,Progressive Movement
4755,Candidate 4755,Male,Dhi Qar,Progressive Movement
4756,Candidate 4756,Male,Basra,Progressive Movement
4757,Candidate 4757,Female,Anbar,People First
4758,Candidate 4758,Female,Nineveh,Justice Bloc
4759,Candidate 4759,Male,Kirkuk,Progressive Movement
4760,Candidate 4760,Male,Sulaymaniyah,Unity Alliance
4761,Candidate 4761,Male,Nineveh,People First
4762,Candidate 4762,Female,Nineveh,People First
4763,Candidate 4763,Female,Karbala,Unity Alliance
4764,Candidate 4764,Female,Dhi Qar,Progressive Movement
4765,Candidate 4765,Female,Kirkuk,Unity Alliance
4766,Candidate 4766,Male,Nineveh,Progressive Movement
4767,Candidate 4767,Female,Najaf,Unity Alliance
4768,Candidate 4768,Female,Basra,Progressive Movement
4769,Candidate 4769,Female,Kirkuk,Progressive Movement
4770,Candidate 4770,Male,Kirkuk,People First
4771,Candidate 4771,Male,Basra,Unity Alliance
4772,Candidate 4772,Female,Kirkuk,Renewal Front
4773,Candidate 4773,Male,Anbar,Progressive Movement
4774,Candidate 4774,Female,Sulaymaniyah,Unity Alliance
4775,Candidate 4775,Male,Basra,Progressive Movement
4776,Candidate 4776,Male,Dhi Qar,Unity Alliance
4777,Candidate 4777,Male,Dhi Qar,Renewal Front
4778,Candidate 4778,Male,Karbala,Unity Alliance
4779,Candidate 4779,Male,Baghdad,Justice Bloc
4780,Candidate 4780,Female,Erbil,Renewal Front
4781,Candidate 4781,Female,Najaf,Progressive Movement
4782,Candidate 4782,Female,Anbar,People First
4783,Candidate 4783,Female,Najaf,Justice Bloc
4784,Candidate 4784,Male,Najaf,Renewal Front
4785,Candidate 4785,Female,Karbala,Progressive Movement
4786,Candidate 4786,Female,Nineveh,Justice Bloc
4787,Candidate 4787,Female,Nineveh,People First
4788,Candidate 4788,Male,Dhi Qar,People First
4789,Candidate 4789,Male,Baghdad,Justice Bloc
4790,Candidate 4790,Female,Kirkuk,Progressive Movement
4791,Candidate 4791,Female,Nineveh,People First
4792,Candidate 4792,Male,Dhi Qar,Justice Bloc
4793,Candidate 4793,Female,Najaf,Justice Bloc
4794,Candidate 4794,Female,Dhi Qar,Justice Bloc
4795,Candidate 4795,Female,Sulaymaniyah,People First
4796,Candidate 4796,Female,Nineveh,Renewal Front
4797,Candidate 4797,Male,Karbala,Progressive Movement
4798,Candidate 4798,Male,Anbar,Progressive Movement
4799,Candidate 4799,Female,Najaf,Renewal Front
4800,Candidate 4800,Female,Sulaymaniyah,People First
4801,Candidate 4801,Male,Dhi Qar,Progressive Movement
4802,Candidate 4802,Female,Basra,Renewal Front
4803,Candidate 4803,Female,Erbil,Renewal Front
4804,Candidate 4804,Female,Baghdad,Progressive Movement
4805,Candidate 4805,Male,Sulaymaniyah,Renewal Front
4806,Candidate 4806,Male,Dhi Qar,Renewal Front
4807,Candidate 4807,Female,Nineveh,Justice Bloc
4808,Candidate 4808,Male,Karbala,Justice Bloc
4809,Candidate 4809,Male,Erbil,Renewal Front
4810,Candidate 4810,Male,Dhi Qar,Renewal Front
4811,Candidate 4811,Male,Nineveh,Justice Bloc
4812,Candidate 4812,Female,Najaf,Progressive Movement
4813,Candidate 4813,Male,Najaf,People First
4814,Candidate 4814,Male,Basra,Unity Alliance
4815,Candidate 4815,Male,Baghdad,Unity Alliance
4816,Candidate 4816,Male,Sulaymaniyah,Unity Alliance
4817,Candidate 4817,Female,Sulaymaniyah,Progressive Movement
4818,Candidate 4818,Male,Karbala,People First
4819,Candidate 4819,Male,Sulaymaniyah,Renewal Front
4820,Candidate 4820,Female,Anbar,Justice Bloc
4821,Candidate 4821,Female,Sulaymaniyah,Progressive Movement
4822,Candidate 4822,Female,Erbil,Unity Alliance
4823,Candidate 4823,Male,Nineveh,Progressive Movement
4824,Candidate 4824,Female,Basra,Renewal Front
4825,Candidate 4825,Female,Nineveh,Renewal Front
4826,Candidate 4826,Female,Erbil,Progressive Movement
4827,Candidate 4827,Male,Nineveh,Justice Bloc
4828,Candidate 4828,Male,Baghdad,Progressive Movement
4829,Candidate 4829,Female,Najaf,Justice Bloc
4830,Candidate 4830,Female,Nineveh,Unity Alliance
4831,Candidate 4831,Female,Najaf,Renewal Front
4832,Candidate 4832,Male,Najaf,Unity Alliance
4833,Candidate 4833,Female,Anbar,People First
4834,Candidate 4834,Female,Basra,People First
4835,Candidate 4835,Male,Nineveh,Progressive Movement
4836,Candidate 4836,Female,Dhi Qar,Progressive Movement
4837,Candidate 4837,Male,Karbala,People First
4838,Candidate 4838,Female,Basra,People First
4839,Candidate 4839,Female,Baghdad,Renewal Front
4840,Candidate 4840,Female,Nineveh,People First
4841,Candidate 4841,Female,Karbala,Renewal Front
4842,Candidate 4842,Female,Kirkuk,Unity Alliance
4843,Candidate 4843,Female,Sulaymaniyah,Progressive Movement
4844,Candidate 4844,Male,Karbala,People First
4845,Candidate 4845,Female,Najaf,Justice Bloc
4846,Candidate 4846,Female,Baghdad,People First
4847,Candidate 4847,Female,Basra,People First
4848,Candidate 4848,Male,Nineveh,Renewal Front
4849,Candidate 4849,Male,Anbar,Unity Alliance
4850,Candidate 4850,Female,Dhi Qar,Progressive Movement
4851,Candidate 4851,Female,Dhi Qar,Justice Bloc
4852,Candidate 4852,Male,Erbil,Justice Bloc
4853,Candidate 4853,Female,Sulaymaniyah,Renewal Front
4854,Candidate 4854,Female,Dhi Qar,People First
4855,Candidate 4855,Male,Sulaymaniyah,People First
4856,Candidate 4856,Male,Najaf,People First
4857,Candidate 4857,Female,Basra,Justice Bloc
4858,Candidate 4858,Male,Sulaymaniyah,Renewal Front
4859,Candidate 4859,Male,Baghdad,Progressive Movement
4860,Candidate 4860,Male,Karbala,Unity Alliance
4861,Candidate 4861,Male,Sulaymaniyah,Unity Alliance
4862,Candidate 4862,Male,Anbar,Progressive Movement
4863,Candidate 4863,Male,Basra,Unity Alliance
4864,Candidate 4864,Male,Sulaymaniyah,Renewal Front
4865,Candidate 4865,Male,Nineveh,Renewal Front
4866,Candidate 4866,Female,Sulaymaniyah,Unity Alliance
4867,Candidate 4867,Male,Baghdad,Progressive Movement
4868,Candidate 4868,Male,Basra,Progressive Movement
4869,Candidate 4869,Male,Basra,Unity Alliance
4870,Candidate 4870,Female,Karbala,Progressive Movement
4871,Candidate 4871,Male,Basra,Justice Bloc
4872,Candidate 4872,Female,Kirkuk,Progressive Movement
4873,Candidate 4873,Female,Karbala,Justice Bloc
4874,Candidate 4874,Male,Najaf,People First
4875,Candidate 4875,Male,Najaf,Progressive Movement
4876,Candidate 4876,Male,Basra,Progressive Movement
4877,Candidate 4877,Male,Erbil,Progressive Movement
4878,Candidate 4878,Male,Basra,Unity Alliance
4879,Candidate 4879,Male,Nineveh,People First
4880,Candidate 4880,Male,Nineveh,Justice Bloc
4881,Candidate 4881,Female,Anbar,Justice Bloc
4882,Candidate 4882,Female,Karbala,Justice Bloc
4883,Candidate 4883,Female,Sulaymaniyah,Progressive Movement
4884,Candidate 4884,Male,Erbil,People First
4885,Candidate 4885,Male,Basra,Unity Alliance
4886,Candidate 4886,Male,Najaf,People First
4887,Candidate 4887,Male,Anbar,Justice Bloc
4888,Candidate 4888,Male,Najaf,Unity Alliance
4889,Candidate 4889,Male,Sulaymaniyah,Renewal Front
4890,Candidate 4890,Female,Anbar,Unity Alliance
4891,Candidate 4891,Female,Sulaymaniyah,Justice Bloc
4892,Candidate 4892,Female,Najaf,People First
4893,Candidate 4893,Female,Erbil,Justice Bloc
4894,Candidate 4894,Female,Kirkuk,Progressive Movement
4895,Candidate 4895,Male,Anbar,Progressive Movement
4896,Candidate 4896,Male,Sulaymaniyah,Justice Bloc
4897,Candidate 4897,Female,Najaf,People First
4898,Candidate 4898,Female,Najaf,Justice Bloc
4899,Candidate 4899,Female,Nineveh,Progressive Movement
4900,Candidate 4900,Female,Dhi Qar,Unity Alliance
4901,Candidate 4901,Male,Sulaymaniyah,Justice Bloc
4902,Candidate 4902,Male,Dhi Qar,People First
4903,Candidate 4903,Male,Dhi Qar,Progressive Movement
4904,Candidate 4904,Male,Anbar,Progressive Movement
4905,Candidate 4905,Male,Basra,Unity Alliance
4906,Candidate 4906,Female,Najaf,Progressive Movement
4907,Candidate 4907,Female,Sulaymaniyah,Progressive Movement
4908,Candidate 4908,Male,Najaf,Justice Bloc
4909,Candidate 4909,Male,Erbil,Renewal Front
4910,Candidate 4910,Female,Karbala,Progressive Movement
4911,Candidate 4911,Female,Anbar,Justice Bloc
4912,Candidate 4912,Female,Dhi Qar,Progressive Movement
4913,Candidate 4913,Female,Baghdad,People First
4914,Candidate 4914,Male,Basra,People First
4915,Candidate 4915,Female,Anbar,People First
4916,Candidate 4916,Male,Karbala,Renewal Front
4917,Candidate 4917,Female,Karbala,Justice Bloc
